address,phone,price,store,title,url
"Harringay Road, London, N15",020 8115 0893,"£775,000 ",Anthony Pepe Estate Agents - Harringay,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10500143/
"Forty Hill, Enfield, Hertfordshire",01727 294821,"£2,800,000 ",Strutt & Parker - St Albans,9 bedroom detached house for sale,https://www.onthemarket.com/details/9565237/
"Cruikshank Road, London E15",020 8022 0952,"£525,000 ",Rayners - Hackney,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10500137/
"Beagle Close, Feltham, Middlesex, TW13",020 8022 6532,"£229,950 ",Forest Estate Agents - Feltham,1 bedroom flat for sale,https://www.onthemarket.com/details/10444294/
"Claudia Jones Way, SW2",020 8022 6757,"£650,000 ",Douglas & Gordon - Clapham,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10500119/
"Warriner Gardens, SW11",020 8022 1517,"£2,795,000 ",Hurford Salvi Carr - New Homes,4 bedroom house for sale,https://www.onthemarket.com/details/10500116/
"Fernlea Road, Balham",020 8033 2489,"£625,000 ",Kinleigh Folkard & Hayward - Balham Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10500115/
"Upper Street, Islington",020 8033 2459,"£620,000 ",Kinleigh Folkard & Hayward - Islington Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10250211/
"Plot 12 Trent Park House, Duplex at Trent Park, 12 Trent Park House, Trent Park , Snakes Ln (off Bramley Road) , Enfield EN4",020 3641 7313,"£1,575,000 ",Berkeley - Trent Park,3 bedroom duplex for sale,https://www.onthemarket.com/details/10291518/
"Godstow Road , London, SE2 9AU",020 8033 9226,"£350,000 ",Hunters - Abbey Wood,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10500108/
"Lord Napier Place, Hammersmith, W6",020 8115 0694,"£2,000,000 ",Riverhomes - West London office,4 bedroom house for sale,https://www.onthemarket.com/details/10500090/
"Gipson Point Salisbury Road, Southall, UB2",020 3641 7570,"£265,000 ",MFS Estate Agents - Southall,1 bedroom flat for sale,https://www.onthemarket.com/details/10500068/
"Rylett Crescent, Shepherd's Bush",020 8115 3099,"£499,950 ",Kerr and Co - Shepherd's Bush and Hammersmith,1 bedroom flat for sale,https://www.onthemarket.com/details/9956178/
"Azura Court, 48 Warton Road, London, E15",020 8022 6695,"£425,000 ",Keatons - Stratford,2 bedroom flat for sale,https://www.onthemarket.com/details/10500047/
"Ratcliffe House, Barnes Street, London, E14",020 8022 6596,"£400,000 ",Keatons - Bow,2 bedroom flat for sale,https://www.onthemarket.com/details/9399303/
"White Hart Lane, Barnes, London, SW13",020 3544 5943,"£650,000 ",Stuart Mackenzie Residential - East Sheen,1 bedroom flat for sale,https://www.onthemarket.com/details/10500040/
"Tankerville Road, London, SW16",020 8033 7453,"£530,000 ",Townends Estate Agents - Streatham,3 bedroom maisonette for sale,https://www.onthemarket.com/details/10416031/
"Gladwell Road, London, N8",020 8033 3796,"£2,500,000 ",Fine & Country - Highgate,4 bedroom detached house for sale,https://www.onthemarket.com/details/10500026/
"Kinver House, Ashbrook Road, London",020 8033 1345,"£585,000 ",Chester & Son - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500021/
"Ardmore Lane, Buckhurst Hill, IG9",020 8022 6681,"£700,000 ",Farr O'Neil - Buckhurst Hill,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10500019/
"Knights Tower, Wharf Street, London, SE8",020 8033 2426,"£575,000 ",Clipper Residential - Rainham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500018/
"74 Park Road, EN4 New Barnet",020 3589 2848,"£399,000 ",Mantlestates - East Barnet,2 bedroom flat for sale,https://www.onthemarket.com/details/10500016/
"Linden Gardens, Enfield",020 8022 7127,"£470,000 ",haart Estate Agents - Enfield,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10500013/
"Lind Road, Sutton, Surrey",020 3641 4456,"£260,000 ",Cubitt & West - Sutton,1 bedroom ground floor maisonette for sale,https://www.onthemarket.com/details/10499999/
"WARRINGTON GARDENS, LONDON, W9 2QB",020 8022 6868,"£1,175,000 ",Winkworth - St John's Wood,3 bedroom flat for sale,https://www.onthemarket.com/details/10499998/
"Victor Approach, Hornchurch, RM12",01708 954881,"£275,000 ",Balgores - Hornchurch,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10499992/
"Annette Road, Islington, N1",020 8022 7215,"£600,000 ",Felicity J. Lord - Islington,2 bedroom flat for sale,https://www.onthemarket.com/details/10499990/
"Gloucester Terrace, Bayswater",020 8033 2486,"£500,000 ",Kinleigh Folkard & Hayward - Bayswater Sales,1 bedroom flat for sale,https://www.onthemarket.com/details/10499974/
"Wickham Road, Shirley, Croydon, Surrey",020 8115 3782,"£200,000 ",Cubitt & West - Shirley,1 bedroom flat for sale,https://www.onthemarket.com/details/9456977/
"St Davids Square, London E14",020 8115 0516,"£900,000 ",RE/MAX Key Properties - West Kensington,5 bedroom terraced house for sale,https://www.onthemarket.com/details/6674487/
"Ellenborough House, White City Estate W12",020 3641 1969,"£350,000 ",Litebridge Residential - Shepherd's Bush,2 bedroom flat for sale,https://www.onthemarket.com/details/9545643/
"Capatus House, 73 Mortlake High Street, London, SW14",020 8022 6238,"£1,050,000 ",Savills - East Sheen,3 bedroom penthouse for sale,https://www.onthemarket.com/details/10333728/
"Quadrangle Lodge, Queens Road, London SW19",020 3641 7259,"£499,000 ",William Morris Property Consultant - London,2 bedroom flat for sale,https://www.onthemarket.com/details/10315328/
"Carriage House, City North, Finsbury Park, London, N4",020 3641 1257,"£475,000 ",Lixing - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10402663/
"OSLO COURT, PRINCE ALBERT ROAD, NW8 7EW",020 8022 6868,"£485,000 ",Winkworth - St John's Wood,1 bedroom flat for sale,https://www.onthemarket.com/details/10499944/
"Darfield Way,  London,  W10",020 8128 9864,"£250,000 ",Chancellors - Notting Hill Sales,1 bedroom flat for sale,https://www.onthemarket.com/details/10064811/
"Stamford Square, SW15",020 3641 5970,"£139,500 ",Century 21 Prestige - Hammersmith,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499910/
"Princes Avenue,  Finchley Central,  N3",020 8128 9863,"£450,000 ",Chancellors - Finchley Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10348730/
"Princes Avenue,  Finchley Central,  N3",020 8128 9863,"£600,000 ",Chancellors - Finchley Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10348729/
"Dale Court, Park Road, London, N8",020 8022 7108,"£410,000 ",Prickett & Ellis - Crouch End,1 bedroom apartment for sale,https://www.onthemarket.com/details/10280815/
"Frederick Square, SE16",020 8022 7134,"£399,950 ",Felicity J. Lord - Shad Thames,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499866/
"Kings Avenue, Brixton",020 8022 6758,"£550,000 ",Kinleigh Folkard & Hayward - Clapham Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10265410/
"Alexandra Park Road, Alexandra Park",020 8033 2453,"£830,000 ",Kinleigh Folkard & Hayward - Muswell Hill Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10499857/
"Brixton Hill, Brixton",020 8022 6758,"£400,000 ",Kinleigh Folkard & Hayward - Clapham Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10417760/
"Highfield Road, Collier Row, Romford, Essex",01708 573548,"£350,000 ",Douglas Allen - Hornchurch,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10079647/
"Finchley Road, London, NW3",020 8022 7297,"£645,000 ",Knight Frank - Hampstead,2 bedroom flat for sale,https://www.onthemarket.com/details/629519/
"25 Westside Court, 107 Elgin Avenue, London, W9 2NP",020 8033 0374,"£420,000 ",Bidx1 - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499809/
Lawrie Park Gardens Sydenham SE26,020 8022 6816,"£400,000 ",Acorn - Sydenham,2 bedroom flat for sale,https://www.onthemarket.com/details/10499808/
"66 Marchwood Close, London, SE5 7EX",020 8033 0374,"£275,000 ",Bidx1 - London,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499807/
"Poynings Road, London, N19",020 8022 7324,"£1,150,000 ",Winkworth - Kentish Town,4 bedroom house for sale,https://www.onthemarket.com/details/10499803/
"Phoenix Heights East, Mastmaker Road, London, E14",020 8115 5703,"£440,000 ",Johns & Co - Canary Wharf,1 bedroom apartment for sale,https://www.onthemarket.com/details/10242865/
"Wyles House, Prodigal Square, Hackney Gardens, London, E8",020 8022 6893,"£799,000 ",Fyfe Mcdade - London,2 bedroom duplex for sale,https://www.onthemarket.com/details/10499795/
"Elmfield Avenue, Teddington, TW11",020 8022 6589,"£1,750,000 ",Curchods - Teddington,3 bedroom detached house for sale,https://www.onthemarket.com/details/10499788/
"Brewster Gardens, London, W10",020 8022 7147,"£350,000 ",Bective - Ladbroke Grove,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499771/
"Courtenay Road, London, ., E17 6LY",020 8033 5852,"£260,000 ",Pattinson -  London Auction,1 bedroom flat for sale,https://www.onthemarket.com/details/10499769/
Newcastle Place London W2,020 8022 6255,"£1,400,000 ",JLL - Kensington,2 bedroom apartment for sale,https://www.onthemarket.com/details/10499749/
"Plot 51, Violet Apartments at Millbrook Park, Bittacy Hill, Mill Hill, LONDON NW7",020 8022 3745,"£600,000 ",Barratt London - Millbrook Park,2 bedroom apartment for sale,https://www.onthemarket.com/details/10297121/
"Courtenay Road, London, ., E17 6LY",020 8033 5852,"£260,000 ",Pattinson -  London Auction,1 bedroom flat for sale,https://www.onthemarket.com/details/10499769/
Newcastle Place London W2,020 8022 6255,"£1,400,000 ",JLL - Kensington,2 bedroom apartment for sale,https://www.onthemarket.com/details/10499749/
"Audley Road, Haymills Estate, Ealing",020 8115 2421,"£1,699,950 ",Grimshaw & Co - Ealing,6 bedroom house for sale,https://www.onthemarket.com/details/10499619/
"Newham Way, London, E16",01277 576084,"£275,000 ",Keller Williams Plus - Essex,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10388935/
"Dartmouth Road, London, NW2",020 3641 5151,"£1,350,000 ",Hunters - West Hampstead,3 bedroom apartment for sale,https://www.onthemarket.com/details/10499748/
Rectory Field Crescent London SE7,020 8022 6855,"£300,000 ",John Payne - Blackheath Standard,1 bedroom flat for sale,https://www.onthemarket.com/details/10263912/
"Times Square, Leman Street, London, E1",020 8115 0569,"£650,000 ",Property Inc - Green Lanes,2 bedroom apartment for sale,https://www.onthemarket.com/details/8540914/
"Rivington Street, London, EC2A",020 8115 1320,"£600,000 ",Stirling Ackroyd - Shoreditch,2 bedroom apartment for sale,https://www.onthemarket.com/details/9828967/
"Edenhurst Avenue, London, SW6",020 3641 5133,"£1,500,000 ",Radstock Property,3 bedroom apartment for sale,https://www.onthemarket.com/details/10168310/
"The Arc, City Road, EC24",020 8022 7133,"£853,000 ","JLL - London, New Homes",1 bedroom apartment for sale,https://www.onthemarket.com/details/10499691/
"Kingsley Road, London, N13",020 8022 6548,"£725,000 ",Winkworth - Palmers Green,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10499674/
"Devonshire Road, London, N13",020 8022 6548,"£485,000 ",Winkworth - Palmers Green,2 bedroom flat for sale,https://www.onthemarket.com/details/10176110/
"Shrubbery Road, London, SW16",020 3551 9728,"£375,000 ",Marlowe Estates - Streatham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10499644/
"Margravine Gardens, Barons Court, London, W6",020 7768 0346,"£515,000 ",Shaws Kensington - West Kensington,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499639/
"Manor Park, Hither Green, London, SE13",020 8022 6839,"£400,000 ",Winkworth - Blackheath,1 bedroom flat for sale,https://www.onthemarket.com/details/9638513/
"Kersfield Road, Putney, London, SW15",020 8022 6828,"£439,000 ",Winkworth - Putney,1 bedroom flat for sale,https://www.onthemarket.com/details/10499635/
"Oakhill Place, Putney, London, SW15",020 8022 6828,"£895,000 ",Winkworth - Putney,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10383095/
"Padstow Close, Orpington, BR6",01689 251845,"£435,000 ",Kenton Property Services - Orpington,2 bedroom house for sale,https://www.onthemarket.com/details/8522844/
"Avon Road, Greenford, UB6",020 8022 6721,"£720,000 ",Rolfe East - Greenford,7 bedroom house for sale,https://www.onthemarket.com/details/10048113/
Ormiston Road London SE10,020 8022 0708,"£850,000 ",John Payne - East Greenwich,5 bedroom terraced house for sale,https://www.onthemarket.com/details/9301883/
Hackney Road London E2,020 8022 7226,"£715,000 ",JLL - City,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499624/
"Harvard Road, London, W4",020 8033 7459,"£399,000 ",Townends Estate Agents - Chiswick,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499617/
"Moor Lane, Upminster, Essex, RM14",01708 573650,"£290,000 ",Beresfords - Upminster,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10381808/
South Woodford,020 8115 1259,"£400,000 ",DaBora Conway - Wanstead,2 bedroom ground floor maisonette for sale,https://www.onthemarket.com/details/9845726/
Parkside Blackheath SE3,020 8022 6855,"£550,000 ",John Payne - Blackheath Standard,2 bedroom flat for sale,https://www.onthemarket.com/details/10059010/
"Fernbrook Road, Lee",020 8033 2457,"£750,000 ",Kinleigh Folkard & Hayward - Lee Sales,5 bedroom terraced house for sale,https://www.onthemarket.com/details/10454175/
"Muirkirk Road, Catford",020 8033 2478,"£449,000 ",Kinleigh Folkard & Hayward - Catford Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10258890/
"Muirkirk Road, Catford",020 8033 2478,"£399,000 ",Kinleigh Folkard & Hayward - Catford Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10258889/
Hackney Road London E2,020 8022 7226,"£769,999 ",JLL - City,2 bedroom apartment for sale,https://www.onthemarket.com/details/10499576/
"Leman Street, Aldgate, London, E1",020 8022 7388,"£1,200,000 ",RE/MAX Property Group - Westminster,3 bedroom penthouse for sale,https://www.onthemarket.com/details/10080992/
"Blendon Road, Bexley, DA5",020 3641 0362,"£600,000 ",Keller Williams - London Bridge,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499563/
"Elm Road, New Malden",020 8115 3176,"£700,000 ",Groves Residential - New Malden,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10198343/
"Waldegrave Road, London, N8",020 8115 0569,"£620,000 ",Property Inc - Green Lanes,3 bedroom terraced house for sale,https://www.onthemarket.com/details/6402276/
"Eckstein Road, SW11",020 8022 7033,"£950,000 ",Douglas & Gordon - Battersea,3 bedroom flat for sale,https://www.onthemarket.com/details/10499551/
"Woodberry Grove, London N4",020 8033 5476,"£400,000 ",ludlowthompson - Finsbury Park,1 bedroom flat for sale,https://www.onthemarket.com/details/9583774/
"Alphabet Square, London, E3",020 3641 0362,"£550,000 ",Keller Williams - London Bridge,6 bedroom terraced house for sale,https://www.onthemarket.com/details/10499541/
"Kingsgate House,  Stanmore,  Middlesex,  HA7",020 8128 0622,"£440,000 ",Chancellors - Stanmore Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10330299/
"Chapel Court, London, N2",020 3641 2205,"£400,000 ",Crown House Estates - London,3 bedroom flat for sale,https://www.onthemarket.com/details/10499540/
"Archdale Place, New Malden, KT3",020 8022 6563,"£450,000 ",Curchods - New Malden,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10499539/
"Fletcher Street, London E1",020 8033 5478,"£360,000 ",ludlowthompson - Docklands,1 bedroom flat for sale,https://www.onthemarket.com/details/9384252/
"Marylands Road,  Maida Vale,  W9",020 3641 0073,"£650,000 ",Chancellors - St Johns Wood Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10349494/
"The Kingly Building, Woodberry Down, Finsbury Park, London, N4",020 8115 0894,"£400,000 ",Anthony Pepe Estate Agents - Crouch End,Studio for sale,https://www.onthemarket.com/details/10499505/
"Plot bridge-eastPH3-3bed-portals-Jun21 at Bridge East SO, Bridge East, Cooks Road E15",020 3641 8107, ,Peabody - Bridge East SO,3 bedroom flat for sale,https://www.onthemarket.com/details/10499473/
"Plot bridge-eastPH3-1bed-portals-Jun21 at Bridge East SO, Bridge East, Cooks Road E15",020 3641 8107, ,Peabody - Bridge East SO,1 bedroom flat for sale,https://www.onthemarket.com/details/10499472/
"Pond Street, London, NW3",020 8022 6175,"£850,000 ",Knight Frank - Belsize Park,2 bedroom flat for sale,https://www.onthemarket.com/details/6624974/
"Halsmere Road, London, SE5 9JQ",020 8128 9302,"£325,000 ",Hunters - Camberwell,1 bedroom maisonette for sale,https://www.onthemarket.com/details/10499454/
"Ridge Road, Crouch End",020 8022 7123,"£995,000 ",Kinleigh Folkard & Hayward - Crouch End Sales,5 bedroom flat for sale,https://www.onthemarket.com/details/10499446/
"Bream Close, London, N17",020 8115 1070,"£370,000 ",Cousins Estate Agents - Tottenham,2 bedroom flat for sale,https://www.onthemarket.com/details/9396284/
"Halsmere Road, London, SE5 9JQ",020 8128 9302,"£325,000 ",Hunters - Camberwell,1 bedroom maisonette for sale,https://www.onthemarket.com/details/10499454/
"Ridge Road, Crouch End",020 8022 7123,"£995,000 ",Kinleigh Folkard & Hayward - Crouch End Sales,5 bedroom flat for sale,https://www.onthemarket.com/details/10499446/
"Poverest Road, Orpington",01689 326844,"£450,000 ",haart Estate Agents - Orpington,2 bedroom bungalow for sale,https://www.onthemarket.com/details/10499431/
"Tedworth Square, Chelsea, London, SW3",020 8022 1848,"£495,000 ",BARNES International - South Kensington,Studio for sale,https://www.onthemarket.com/details/9537728/
"Blantyre Walk, Worlds End Estate, Chelsea, London, SW10",020 8022 7230,"£450,000 ",Knight Frank - Chelsea,Studio for sale,https://www.onthemarket.com/details/10398231/
"Middleway, Hampstead Garden Suburb",020 8022 6657,"£3,000,000 ",Godfrey & Barr - Hampstead Garden,5 bedroom detached house for sale,https://www.onthemarket.com/details/10499365/
"Homerton High Street, Homerton, Hackney, London, E9",020 8115 0366,"£450,000 ",Easthaus - Bethnal Green,2 bedroom apartment for sale,https://www.onthemarket.com/details/9549986/
"Shelley Court, Skeltons Lane, Leyton, e10 5bu",020 8115 2979,"£300,000 ",Allen Davies - Leyton,3 bedroom flat for sale,https://www.onthemarket.com/details/9804188/
"Harwood Avenue, Hornchurch, Essex, RM11",01708 573653,"£465,000 ",Hilbery Chaplin - Havering,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10349909/
"Tiverton Avenue, Clayhall, Essex",020 8115 8649,"£725,000 ",Douglas Allen - Barkingside,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499342/
"Violet Lane, Croydon, Surrey",020 8033 5980,"£270,000 ",Cubitt & West - Wallington,2 bedroom ground floor flat for sale,https://www.onthemarket.com/details/10321829/
"Avonwick Road, TW3",020 8022 6445,"£600,000 ",Henleys Estate Agents - Isleworth,5 bedroom terraced house for sale,https://www.onthemarket.com/details/8282680/
"Chester Avenue, Upminster, Essex, RM14",01708 573650,"£575,000 ",Beresfords - Upminster,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499306/
"Park Lane, Mayfair, London, W1K",020 8022 7334,"£6,495,000 ",Knight Frank - Mayfair,3 bedroom flat for sale,https://www.onthemarket.com/details/10499305/
"Sandmere Road, Clapham North, SW4",020 8033 5160,"£350,000 ",Portico - Clapham,1 bedroom flat for sale,https://www.onthemarket.com/details/10381755/
"Woodville Road, South Woodford, Essex, E18",01277 576084,"£700,000 ",Keller Williams Plus - Essex,3 bedroom terraced house for sale,https://www.onthemarket.com/details/9471563/
"The Avenue, Richmond, Surrey",020 8022 7054,"£2,600,000 ",Chestertons - Kew & Richmond,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499295/
"Knightwood Crescent, New Malden, KT3",020 8022 6563,"£575,000 ",Curchods - New Malden,3 bedroom house for sale,https://www.onthemarket.com/details/10499293/
"Water Gardens Square, Canada Water",020 8033 2479,"£700,000 ",Kinleigh Folkard & Hayward - Canada Water Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10499291/
"Bell Street, London, SE184NA",020 8115 6785,"£500,000 ",JT Clarke London - Peckham,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10499288/
"Palmerston Road, Buckhurst Hill, IG9",020 8022 6681,"£265,000 ",Farr O'Neil - Buckhurst Hill,2 bedroom apartment for sale,https://www.onthemarket.com/details/10499283/
"Dockside Terrace, Rotherhithe street, London SE16 5HW",020 8022 7650,"£1,000,000 ",EweMove Sales & Lettings - Southwark & New Cross,4 bedroom townhouse for sale,https://www.onthemarket.com/details/10499274/
"Cheneys Road, Leytonstone",020 8128 9401,"£600,000 ",Douglas Allen - Wanstead,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10460711/
"The Water Gardens, London W2",020 3641 3837,"£950,000 ",Mclaren Specter - London,3 bedroom flat for sale,https://www.onthemarket.com/details/8784444/
Woodbrook Road London SE2,020 8022 5361,"£435,000 ",Acorn - Welling,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10373028/
"Wetherby Gardens, SW5",020 3641 9169,"£1,250,000 ",Landstones - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/10499231/
"Queen's Gate, SW7",020 3641 9169,"£625,000 ",Landstones - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499230/
"Park Avenue, CR4 2ER",020 3641 7108,"£625,000 ",Hunters - Tower Bridge,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499219/
"Spectacle Works, 1A Jedburgh Road, London, E13",020 8022 6695,"£325,000 ",Keatons - Stratford,1 bedroom flat for sale,https://www.onthemarket.com/details/10402026/
"Glenparke Road, Forest Gate, London, E7",020 8022 6695,"£340,000 ",Keatons - Stratford,2 bedroom flat for sale,https://www.onthemarket.com/details/10499215/
"Hamilton Court,  Maida Vale, ,  W9",020 3641 0073,"£475,000 ",Chancellors - St Johns Wood Sales,1 bedroom flat for sale,https://www.onthemarket.com/details/10337559/
"St. Albans Avenue, East Ham, London",020 3641 4764,"£425,000 ",Douglas Allen - East Ham,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10499205/
"Hendon,  London,  NW4",020 8128 9863,"£300,000 ",Chancellors - Finchley Sales,1 bedroom flat for sale,https://www.onthemarket.com/details/10324915/
"Scawen Road, London, SE8",020 8033 7465,"£825,000 ",Keatons - Deptford,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10434746/
"The Parkhouse, Kayani Avenue, London, N4",020 3641 8886,"£800,000 ",JBrown - International,2 bedroom apartment for sale,https://www.onthemarket.com/details/10499199/
"Oakridge Drive,  East Finchley,  N2",020 8128 9863,"£425,000 ",Chancellors - Finchley Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10415338/
"Finchley,  London,  N3",020 8128 9863,"£650,000 ",Chancellors - Finchley Sales,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10174338/
"Manor Way, Purley",020 8115 2073,"£1,100,000 ",Appleton Estates - Croydon,4 bedroom detached house for sale,https://www.onthemarket.com/details/10499191/
"Boileau Road, Ealing, W5",020 8022 6713,"£625,000 ",Rolfe East - Ealing,3 bedroom flat for sale,https://www.onthemarket.com/details/10499183/
"Milmans Street, London. SW10",020 8022 4420,"£650,000 ",Ames Belgravia - London,1 bedroom ground floor flat for sale,https://www.onthemarket.com/details/8336230/
"Edward Grove, New Barnet, Herts, EN4",020 8022 6648,"£300,000 ",Winkworth - Barnet,1 bedroom maisonette for sale,https://www.onthemarket.com/details/10297620/
"Comerford Road, Brockley",020 8033 2481,"£485,000 ",Kinleigh Folkard & Hayward - Brockley Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10204090/
"Gee Street, Clerkenwell",020 8033 2471,"£565,000 ",Kinleigh Folkard & Hayward - Clerkenwell Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/9765187/
"Morning Lane, London, E9",020 8033 7460,"£685,000 ",Stirling Ackroyd - Hackney,3 bedroom apartment for sale,https://www.onthemarket.com/details/9823566/
"Arnal Crescent, London, SW18",020 8033 7473,"£290,000 ",Townends Estate Agents - Putney,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499167/
"Windlass House, 21 Schooner Road, Royal Wharf, E16",020 3544 5717,"£425,000 ",Ernest-Brooks International - Marsh Wall,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499163/
"Selwyn Court, Blackheath, SE3",020 8115 0814,"£399,000 ",Truepenny's Property Consultants - Greenwich,2 bedroom flat for sale,https://www.onthemarket.com/details/10398247/
"Avonmore Road, London",020 8022 6886,"£2,650,000 ",Tates - West Kensington,6 bedroom house for sale,https://www.onthemarket.com/details/10421265/
"Selwyn Court, Blackheath, SE3",020 8115 0814,"£399,000 ",Truepenny's Property Consultants - Greenwich,2 bedroom flat for sale,https://www.onthemarket.com/details/10398247/
Marvels Lane London SE12,020 8022 6849,"£260,000 ",Acorn - Grove Park,2 bedroom flat for sale,https://www.onthemarket.com/details/10499150/
"Montana Road, London, SW17",020 8022 6807,"£995,000 ",Carter Jonas - Wandsworth,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10499146/
"Harbord Street, London, SW6",020 8022 6955,"£1,100,000 ",Carter Jonas - Bishops Park,3 bedroom apartment for sale,https://www.onthemarket.com/details/10499143/
"Inglethorpe Street, London, SW6",020 8022 6958,"£2,000,000 ",Lawson Rutter - Fulham,5 bedroom house for sale,https://www.onthemarket.com/details/10499136/
"Alfred Road, Feltham, Middlesex, TW13",020 8022 6532,"£490,000 ",Forest Estate Agents - Feltham,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10241961/
"Milton Park, Highgate, N6",020 8022 7117,"£535,000 ",Langford Chase - Highgate,2 bedroom flat for sale,https://www.onthemarket.com/details/8940552/
"Ainger Road, Primrose Hill, London, NW3",020 8115 6398,"£725,000 ",Park Lord - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10425471/
Woodville Grove Welling DA16,020 8022 5361,"£150,000 ",Acorn - Welling,1 bedroom flat for sale,https://www.onthemarket.com/details/10291698/
Woodville Grove Welling DA16,020 8022 5361,"£135,000 ",Acorn - Welling,1 bedroom flat for sale,https://www.onthemarket.com/details/9735823/
"Waddon House, Stafford Road, Croydon, CR0",020 8033 2426,"£230,000 ",Clipper Residential - Rainham,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499125/
Cambridge Gardens- KINGSTON,020 8115 1780,"£239,950 ",Harper & Tweedie - Kingston upon Thames,2 bedroom flat for sale,https://www.onthemarket.com/details/9841824/
"Grosvenor Park, LONDON",020 8022 7082,"£375,000 ",haart Estate Agents - Dulwich,1 bedroom apartment for sale,https://www.onthemarket.com/details/10088310/
"Altmore Avenue, East Ham, London",020 3641 4764,"£465,000 ",Douglas Allen - East Ham,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10499115/
"Sydenham Hill, Sydenham, London, SE26",020 8022 7081,"£650,000 ",Roy Brooks - East Dulwich,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10499111/
"Belsize Park, London NW3",020 8115 2432,"£6,250,000 ",Blane Rosen & Co - College Crescent,15 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499107/
"East Dulwich Grove, East Dulwich",020 8033 2466,"£395,000 ",Kinleigh Folkard & Hayward - East Dulwich Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10337109/
"Shoreham Way, Hayes",020 8022 6662,"£499,950 ",Kinleigh Folkard & Hayward - Hayes,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10415713/
"Torriano Avenue, London, NW5",020 8022 7324,"£1,200,000 ",Winkworth - Kentish Town,4 bedroom house for sale,https://www.onthemarket.com/details/10499096/
"Dalmore Road, West Dulwich",020 8022 6800,"£1,250,000 ",Kinleigh Folkard & Hayward - West Dulwich,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10499095/
